Red Agrometeorológica de INIA,,agromet.inia.cl,,,
Estación,Azapa Medio,,,,
Habilitada el,21-03-2011,,,,
Generado,06-08-2018 11:37:25,,,,
,,,,,
#,FECHA/HORA,Temperatura del Aire (°C),Humedad Relativa (%),Velocidad del Viento (Km/h),Radiación Solar (W/m2)
2171,01-04-2017 10:00,"24,5",48,4,472
2172,01-04-2017 11:00,"26,1","44,7","5,4","703,2"
2173,01-04-2017 12:00,"26,8","41,2","7,2","802,5"
2174,01-04-2017 13:00,"27,8","39,1","7,9","805,9"
2175,01-04-2017 14:00,"27,7",39,9,"734,1"
2176,01-04-2017 15:00,"27,9","38,3","7,6","623,6"
2177,01-04-2017 16:00,"27,8",38,"6,5","423,2"
2178,01-04-2017 17:00,"26,5",41,"7,9","255,3"
2179,01-04-2017 18:00,"23,8","47,2","6,5","59,9"
2180,01-04-2017 19:00,"21,5","51,9","5,4","0,3"
2181,01-04-2017 20:00,"20,9","51,6","4,3",0
2182,01-04-2017 21:00,"19,5","58,4","0,7",0
2183,01-04-2017 22:00,"17,5","70,1","0,4",0
2184,01-04-2017 23:00,16,"75,6",0,0
2185,02-04-2017 00:00,"14,9","79,5",0,0
2186,02-04-2017 01:00,"14,6","81,9",0,0
2187,02-04-2017 02:00,"14,3","82,6",0,0
2188,02-04-2017 03:00,"13,5","83,6",0,0
2189,02-04-2017 04:00,"13,2","84,3",0,0
2190,02-04-2017 05:00,"12,7","85,2",0,0
2191,02-04-2017 06:00,"12,7","84,9",0,0
2192,02-04-2017 07:00,"13,6","81,9","0,4","46,6"
2193,02-04-2017 08:00,"17,9","65,9","0,4","245,5"
2194,02-04-2017 09:00,"21,4","54,1","2,2",430
2195,02-04-2017 10:00,"23,5","48,9","4,7","470,8"
2196,02-04-2017 11:00,"24,6","45,9","7,2","730,2"
2197,02-04-2017 12:00,"25,9","42,8","7,2","798,3"
2198,02-04-2017 13:00,"27,1","40,5","7,2","804,7"
2199,02-04-2017 14:00,"27,1","38,9","6,8","740,4"
2200,02-04-2017 15:00,"26,4",40,"8,3","616,5"
2201,02-04-2017 16:00,"25,4","42,7",9,"443,8"
2202,02-04-2017 17:00,"24,2","44,4","8,3","245,9"
2203,02-04-2017 18:00,"21,9","50,9","6,5","56,6"
2204,02-04-2017 19:00,"19,2","61,5","4,7","0,2"
2205,02-04-2017 20:00,"17,5","66,5",0,0
2206,02-04-2017 21:00,"16,1","72,4",0,0
2207,02-04-2017 22:00,"14,8","76,6",0,0
2208,02-04-2017 23:00,"13,9","80,2",0,0
2209,03-04-2017 00:00,"13,1",83,0,0
2210,03-04-2017 01:00,"13,3","85,4",0,0
2211,03-04-2017 02:00,"13,4","85,8",0,0
2212,03-04-2017 03:00,"13,2","85,8",0,0
2213,03-04-2017 04:00,"13,1","85,2",0,0
2214,03-04-2017 05:00,"12,9","84,5",0,0
2215,03-04-2017 06:00,"12,4","84,4",0,"0,1"
2216,03-04-2017 07:00,13,"82,9",0,"45,8"
2217,03-04-2017 08:00,18,"62,6","0,4","210,4"
2218,03-04-2017 09:00,"22,5","48,3","1,4","421,7"
2219,03-04-2017 10:00,"22,8","48,4","3,6",357
2220,03-04-2017 11:00,"24,3","42,8",4,"649,5"
2221,03-04-2017 12:00,26,"39,8","6,1","764,9"
2222,03-04-2017 13:00,"26,9","37,5","7,2",803
2223,03-04-2017 14:00,"26,8","38,1","7,9","742,7"
2224,03-04-2017 15:00,"26,1","41,5","8,3","620,1"
2225,03-04-2017 16:00,"25,3","43,5","8,3","450,1"
2226,03-04-2017 17:00,"24,7","44,4","6,8","248,2"
2227,03-04-2017 18:00,"22,6","49,9","5,4","56,4"
2228,03-04-2017 19:00,20,"57,2","5,8","0,2"
2229,03-04-2017 20:00,"19,1","60,7","4,7",0
2230,03-04-2017 21:00,"18,1","64,7","0,7",0
2231,03-04-2017 22:00,"16,5","70,2",0,0
2232,03-04-2017 23:00,"15,6",73,0,0
2233,04-04-2017 00:00,15,"74,5",0,0
2234,04-04-2017 01:00,"14,5",76,0,0
2235,04-04-2017 02:00,"14,1","77,1","0,4",0
2236,04-04-2017 03:00,"13,5","79,5",0,0
2237,04-04-2017 04:00,13,"81,6",0,0
2238,04-04-2017 05:00,"12,8","82,4",0,0
2239,04-04-2017 06:00,"12,8","82,6","0,4",0
2240,04-04-2017 07:00,"13,6","80,3","0,4",44
2241,04-04-2017 08:00,19,"58,5","0,7","228,2"
2242,04-04-2017 09:00,"22,8","48,2","1,4","426,7"
2243,04-04-2017 10:00,"24,5","44,7","3,2",446
2244,04-04-2017 11:00,"25,9",42,"5,4",715
2245,04-04-2017 12:00,"26,7","39,9","7,2","789,1"
2246,04-04-2017 13:00,"27,1","39,3","7,9","794,7"
2247,04-04-2017 14:00,"27,1","39,6","7,6","732,6"
2248,04-04-2017 15:00,"26,5",42,9,"609,7"
2249,04-04-2017 16:00,26,"40,9","8,3","437,5"
2250,04-04-2017 17:00,"24,8",45,"7,6","239,5"
2251,04-04-2017 18:00,"22,8","50,8",5,"55,1"
2252,04-04-2017 19:00,"20,3","58,4","0,7","0,2"
2253,04-04-2017 20:00,"18,8",64,"0,4",0
2254,04-04-2017 21:00,"17,4","68,5",0,0
2255,04-04-2017 22:00,"16,7",73,0,0
2256,04-04-2017 23:00,"15,3","78,4",0,0
2257,05-04-2017 00:00,"14,7","81,2",0,0
2258,05-04-2017 01:00,"14,4","81,4",0,0
2259,05-04-2017 02:00,"13,6","82,3",0,0
2260,05-04-2017 03:00,"12,9","84,6",0,0
2261,05-04-2017 04:00,"12,9",85,0,0
2262,05-04-2017 05:00,"12,8","84,7",0,0
2263,05-04-2017 06:00,"12,8","84,3",0,"0,1"
2264,05-04-2017 07:00,"13,6","82,3","0,4","48,9"
2265,05-04-2017 08:00,"18,8","61,6","2,2","226,7"
2266,05-04-2017 09:00,"22,6",50,"1,8","415,7"
2267,05-04-2017 10:00,"24,7","45,5","2,9","447,6"
2268,05-04-2017 11:00,"25,8","43,9","6,1",710
2269,05-04-2017 12:00,"26,2","43,2","7,2","777,4"
2270,05-04-2017 13:00,"26,6","41,7","7,6","794,1"
2271,05-04-2017 14:00,"26,5","41,6","7,9","727,6"
2272,05-04-2017 15:00,"26,2","42,9","7,6","606,8"
2273,05-04-2017 16:00,"25,9","42,5","7,6","437,4"
2274,05-04-2017 17:00,"24,8","45,2","8,6","240,5"
2275,05-04-2017 18:00,"22,7","50,8",5,"52,9"
2276,05-04-2017 19:00,"20,1","57,3","2,2","0,1"
2277,05-04-2017 20:00,19,"61,2","0,7",0
2278,05-04-2017 21:00,"16,9","68,9",0,0
2279,05-04-2017 22:00,"15,3","73,6",0,0
2280,05-04-2017 23:00,"14,2","77,6",0,0
2281,06-04-2017 00:00,"13,5","80,7",0,0
2282,06-04-2017 01:00,13,"83,1",0,0
2283,06-04-2017 02:00,"12,9","84,8",0,0
2284,06-04-2017 03:00,"12,4","85,5",0,0
2285,06-04-2017 04:00,"11,9","86,6",0,0
2286,06-04-2017 05:00,"11,9",87,0,0
2287,06-04-2017 06:00,"11,7","87,1",0,0
2288,06-04-2017 07:00,"12,5","86,5",0,"44,2"
2289,06-04-2017 08:00,"17,8","66,8","0,4",227
2290,06-04-2017 09:00,22,"52,4","0,7","411,1"
2291,06-04-2017 10:00,"23,8",47,"3,2","443,3"
2292,06-04-2017 11:00,"25,2","43,8","5,4","696,2"
2293,06-04-2017 12:00,"26,7","39,1","6,8",794
2294,06-04-2017 13:00,"26,8","39,7","7,9",795
2295,06-04-2017 14:00,"26,9","40,2","7,2","724,8"
2296,06-04-2017 15:00,"26,7","40,8","7,2","596,9"
2297,06-04-2017 16:00,"26,6","42,3","7,2","428,9"
2298,06-04-2017 17:00,25,"46,6","7,2","230,5"
2299,06-04-2017 18:00,"22,6","53,9","4,3","43,5"
2300,06-04-2017 19:00,20,"62,3","0,4",0
2301,06-04-2017 20:00,"18,2",69,0,0
2302,06-04-2017 21:00,"16,6","74,3",0,0
2303,06-04-2017 22:00,"15,2","78,9",0,0
2304,06-04-2017 23:00,"14,9","80,7",0,0
2305,07-04-2017 00:00,"14,3","81,7",0,0
2306,07-04-2017 01:00,"13,3","83,8",0,0
2307,07-04-2017 02:00,"13,1","85,4",0,0
2308,07-04-2017 03:00,"13,1","85,6",0,0
2309,07-04-2017 04:00,"12,6","86,2",0,0
2310,07-04-2017 05:00,"12,5",87,0,0
2311,07-04-2017 06:00,"12,8","86,5",0,0
2312,07-04-2017 07:00,"13,1","85,8","0,4","23,6"
2313,07-04-2017 08:00,"17,5","70,9","0,4","217,5"
2314,07-04-2017 09:00,"21,5","56,3","1,8","420,4"
2315,07-04-2017 10:00,"23,7","49,9","4,7",433
2316,07-04-2017 11:00,"25,3","46,6","5,4","671,3"
2317,07-04-2017 12:00,"26,5","43,1","6,1",788
2318,07-04-2017 13:00,"27,1",42,"7,9","790,8"
2319,07-04-2017 14:00,"26,8","42,9","8,6","726,7"
2320,07-04-2017 15:00,"26,1","45,2","8,6","600,6"
2321,07-04-2017 16:00,"25,7",45,"8,6","430,3"
2322,07-04-2017 17:00,"24,9","46,9","6,8","231,7"
2323,07-04-2017 18:00,"22,5","53,9","5,4","49,5"
2324,07-04-2017 19:00,"19,8","61,7","5,4","0,1"
2325,07-04-2017 20:00,"18,6","65,5","0,7",0
2326,07-04-2017 21:00,"16,6","72,7",0,0
2327,07-04-2017 22:00,"15,5","77,6",0,0
2328,07-04-2017 23:00,"14,5","80,7",0,0
2329,08-04-2017 00:00,"13,6",84,0,0
2330,08-04-2017 01:00,"13,2","85,3",0,0
2331,08-04-2017 02:00,"12,7","86,5",0,0
2332,08-04-2017 03:00,"12,3","87,3",0,0
2333,08-04-2017 04:00,12,"88,2",0,0
2334,08-04-2017 05:00,"11,9","89,2",0,0
2335,08-04-2017 06:00,"12,5","89,7",0,"0,3"
2336,08-04-2017 07:00,13,"89,8",0,42
2337,08-04-2017 08:00,"17,1","76,5","0,7","212,5"
2338,08-04-2017 09:00,"21,2","58,9","1,4","413,6"
2339,08-04-2017 10:00,"23,1","53,3","3,6","431,2"
2340,08-04-2017 11:00,"24,4","48,7","4,7","633,2"
2341,08-04-2017 12:00,"25,9","44,9","5,8","780,6"
2342,08-04-2017 13:00,"26,6",44,"7,9","782,4"
2343,08-04-2017 14:00,"26,5","42,8","7,2","721,5"
2344,08-04-2017 15:00,"26,7",42,"6,1",603
2345,08-04-2017 16:00,26,"43,6","6,8","427,6"
2346,08-04-2017 17:00,"24,3","47,3","8,3","224,3"
2347,08-04-2017 18:00,"21,5","54,6","5,8","45,5"
2348,08-04-2017 19:00,"19,3",62,"1,4","0,1"
2349,08-04-2017 20:00,"17,3",70,0,0
2350,08-04-2017 21:00,"15,5","75,6",0,0
2351,08-04-2017 22:00,"14,9","78,3",0,0
2352,08-04-2017 23:00,"14,4","80,2",0,0
2353,09-04-2017 00:00,"14,6","78,9",0,0
2354,09-04-2017 01:00,"14,1","80,5",0,0
2355,09-04-2017 02:00,"13,3",83,0,0
2356,09-04-2017 03:00,"12,5",85,0,0
2357,09-04-2017 04:00,"12,3","86,9",0,0
2358,09-04-2017 05:00,"12,7","87,7",0,0
2359,09-04-2017 06:00,13,"87,6",0,0
2360,09-04-2017 07:00,"13,1","87,1","0,4","37,5"
2361,09-04-2017 08:00,"17,6","69,3","0,7","215,7"
2362,09-04-2017 09:00,"21,4","56,2","1,4","411,4"
2363,09-04-2017 10:00,"23,6","49,6","3,6","432,7"
2364,09-04-2017 11:00,"24,5","49,5","6,5","615,2"
2365,09-04-2017 12:00,"25,5","46,1","6,5","778,3"
2366,09-04-2017 13:00,"26,5","42,9","6,5",784
2367,09-04-2017 14:00,27,42,"7,6","720,1"
2368,09-04-2017 15:00,"26,4","42,2","7,2","596,9"
2369,09-04-2017 16:00,26,42,"6,5","425,6"
2370,09-04-2017 17:00,"24,8","43,3","7,2","227,3"
2371,09-04-2017 18:00,"22,5","51,1","4,7","45,3"
2372,09-04-2017 19:00,"20,2","57,8","1,4","0,1"
2373,09-04-2017 20:00,"18,5","66,7","1,8",0
2374,09-04-2017 21:00,"16,5","77,7","0,4",0
2375,09-04-2017 22:00,"15,1","81,6",0,0
2376,09-04-2017 23:00,"14,9","83,4","0,4",0
2377,10-04-2017 00:00,"14,3",83,0,0
2378,10-04-2017 01:00,"13,3","84,3",0,0
2379,10-04-2017 02:00,"12,6","86,4",0,0
2380,10-04-2017 03:00,"12,9","86,9",0,0
2381,10-04-2017 04:00,"12,7","86,5",0,0
2382,10-04-2017 05:00,"12,6","86,1","0,4",0
2383,10-04-2017 06:00,"12,6","85,4",0,"0,1"
2384,10-04-2017 07:00,13,"84,8",0,40
2385,10-04-2017 08:00,"18,1","64,1","1,8",218
2386,10-04-2017 09:00,"23,2","47,9","1,1",418
2387,10-04-2017 10:00,"25,6","41,8","3,6","439,2"
2388,10-04-2017 11:00,27,38,"4,7","611,1"
2389,10-04-2017 12:00,"28,2","36,4","6,5",786
2390,10-04-2017 13:00,"28,9","34,4","6,5",788
2391,10-04-2017 14:00,"29,3","34,7","7,9","722,1"
2392,10-04-2017 15:00,"28,3","37,3","8,6",594
2393,10-04-2017 16:00,"27,9","38,1","7,2","422,5"
2394,10-04-2017 17:00,"27,1","40,1","5,8",224
2395,10-04-2017 18:00,"24,6","49,3","3,2",43
2396,10-04-2017 19:00,"20,8","63,1","0,4","0,1"
2397,10-04-2017 20:00,"18,6","75,7",0,0
2398,10-04-2017 21:00,"16,8","80,1",0,0
2399,10-04-2017 22:00,"15,6","82,6",0,0
2400,10-04-2017 23:00,"14,6","85,6",0,0
2401,11-04-2017 00:00,"14,1",87,0,0
2402,11-04-2017 01:00,"14,2","87,8",0,"0,1"
2403,11-04-2017 02:00,14,"86,9","0,4","0,3"
2404,11-04-2017 03:00,"14,2","84,3",0,0
2405,11-04-2017 04:00,"13,8",84,"0,4",0
2406,11-04-2017 05:00,"13,1","85,3",0,0
2407,11-04-2017 06:00,"12,2","86,9",0,"0,1"
2408,11-04-2017 07:00,"13,1","88,2",0,"38,5"
2409,11-04-2017 08:00,"18,9",66,"0,4","218,2"
2410,11-04-2017 09:00,"23,3","50,6","2,9","415,7"
2411,11-04-2017 10:00,"25,3","45,8","5,8","439,5"
2412,11-04-2017 11:00,"26,2","45,3","6,5","609,7"
2413,11-04-2017 12:00,"27,5","42,8","7,2","783,7"
2414,11-04-2017 13:00,"27,7","40,6","7,6",781
2415,11-04-2017 14:00,"27,5",40,"8,3","717,6"
2416,11-04-2017 15:00,"27,5","39,1","8,3","596,6"
2417,11-04-2017 16:00,27,"40,2","9,4",424
2418,11-04-2017 17:00,"26,1",42,"8,3","231,2"
2419,11-04-2017 18:00,"23,4","48,8","6,5","46,6"
2420,11-04-2017 19:00,"20,9",55,"1,4","0,1"
2421,11-04-2017 20:00,"18,5","64,3",0,0
2422,11-04-2017 21:00,"17,1","69,6",0,0
2423,11-04-2017 22:00,"15,6","75,5",0,0
2424,11-04-2017 23:00,"14,4","78,4",0,0
2425,12-04-2017 00:00,"13,4","82,3",0,0
2426,12-04-2017 01:00,"13,4","83,7",0,0
2427,12-04-2017 02:00,"13,2","83,4",0,0
2428,12-04-2017 03:00,"13,2","83,6",0,0
2429,12-04-2017 04:00,"13,4","82,5","0,4",0
2430,12-04-2017 05:00,"13,5","82,3",0,0
2431,12-04-2017 06:00,"13,4","82,2",0,0
2432,12-04-2017 07:00,"14,1","80,8","0,7","37,6"
2433,12-04-2017 08:00,"19,1","60,9","1,1","206,2"
2434,12-04-2017 09:00,24,"46,3","0,7","377,9"
2435,12-04-2017 10:00,"26,1","42,4","3,2","447,6"
2436,12-04-2017 11:00,"26,6","42,6","5,8","598,3"
2437,12-04-2017 12:00,"27,3","39,9","6,8",758
2438,12-04-2017 13:00,"28,1","37,6","7,9","761,7"
2439,12-04-2017 14:00,"27,8","37,6","8,6","699,7"
2440,12-04-2017 15:00,"27,3","39,3","8,6","577,1"
2441,12-04-2017 16:00,26,"40,5","8,6","411,3"
2442,12-04-2017 17:00,"25,1","43,3",9,"215,3"
2443,12-04-2017 18:00,"22,7",50,"3,6","37,8"
2444,12-04-2017 19:00,"19,6","61,1",0,0
2445,12-04-2017 20:00,"17,6","71,5","0,7",0
2446,12-04-2017 21:00,"16,1","75,9",0,0
2447,12-04-2017 22:00,"14,8","79,7",0,0
2448,12-04-2017 23:00,14,"82,7",0,0
2449,13-04-2017 00:00,"13,3",85,0,0
2450,13-04-2017 01:00,"12,8","86,4",0,0
2451,13-04-2017 02:00,13,"87,5",0,0
2452,13-04-2017 03:00,"12,9",88,0,0
2453,13-04-2017 04:00,"12,9","87,7",0,0
2454,13-04-2017 05:00,"12,7","86,7",0,0
2455,13-04-2017 06:00,"12,1","86,8",0,"0,1"
2456,13-04-2017 07:00,"12,3","87,8",0,"38,4"
2457,13-04-2017 08:00,"17,4","70,4","0,7","208,8"
2458,13-04-2017 09:00,"21,6","52,9","1,4",349
2459,13-04-2017 10:00,"23,6","47,2",4,"470,4"
2460,13-04-2017 11:00,"25,6","41,9","4,7","601,4"
2461,13-04-2017 12:00,"26,9","40,9","6,1","763,9"
2462,13-04-2017 13:00,27,"41,4","6,8","765,3"
2463,13-04-2017 14:00,"27,2","41,4","6,8","701,4"
2464,13-04-2017 15:00,"26,1","43,6",9,"577,3"
2465,13-04-2017 16:00,"25,8","43,1","8,3","407,1"
2466,13-04-2017 17:00,"24,6",46,"7,9","209,8"
2467,13-04-2017 18:00,"21,4","55,8","6,8","39,8"
2468,13-04-2017 19:00,"18,4","66,3","2,5",0
2469,13-04-2017 20:00,"16,8","72,9",0,0
2470,13-04-2017 21:00,"15,2","77,1",0,0
2471,13-04-2017 22:00,"14,1","80,2",0,0
2472,13-04-2017 23:00,"13,7","82,2",0,0
2473,14-04-2017 00:00,"13,1","84,8",0,0
2474,14-04-2017 01:00,"13,2",86,0,0
2475,14-04-2017 02:00,"13,1","85,7",0,0
2476,14-04-2017 03:00,"12,5","86,2",0,0
2477,14-04-2017 04:00,"12,5",87,0,0
2478,14-04-2017 05:00,"13,3","85,6",0,0
2479,14-04-2017 06:00,"12,7","85,2",0,"0,1"
2480,14-04-2017 07:00,"12,4","86,8",0,"34,5"
2481,14-04-2017 08:00,"17,4","68,9","0,7","218,7"
2482,14-04-2017 09:00,"21,4",55,"1,8","336,8"
2483,14-04-2017 10:00,"23,3","48,9","2,9","498,7"
2484,14-04-2017 11:00,"24,9","46,6","5,4","598,8"
2485,14-04-2017 12:00,"25,3","46,8","6,5","763,2"
2486,14-04-2017 13:00,26,45,"6,1","764,8"
2487,14-04-2017 14:00,"26,5","42,9","6,1","699,8"
2488,14-04-2017 15:00,"25,9","44,4","7,2","576,5"
2489,14-04-2017 16:00,"25,1","44,8","7,9","404,8"
2490,14-04-2017 17:00,"23,3","50,5","7,9","209,3"
2491,14-04-2017 18:00,21,"58,2","2,2","38,1"
2492,14-04-2017 19:00,"18,4","66,8",0,0
2493,14-04-2017 20:00,"16,7","73,5",0,0
2494,14-04-2017 21:00,"15,2","77,2",0,0
2495,14-04-2017 22:00,"14,5","80,9",0,0
2496,14-04-2017 23:00,"13,6",84,0,0
2497,15-04-2017 00:00,"12,9",85,0,0
2498,15-04-2017 01:00,"12,1","86,4",0,0
2499,15-04-2017 02:00,"12,8","88,1","0,4",0
2500,15-04-2017 03:00,"12,5","87,6",0,0
2501,15-04-2017 04:00,"11,6","88,6",0,"0,2"
2502,15-04-2017 05:00,"11,6","89,4",0,0
2503,15-04-2017 06:00,"11,3","89,6",0,"0,1"
2504,15-04-2017 07:00,"11,8","89,8","0,7","27,5"
2505,15-04-2017 08:00,"15,8","80,4","0,4","180,7"
2506,15-04-2017 09:00,"20,6","59,3","1,4","293,1"
2507,15-04-2017 10:00,"23,2","50,6","3,6","517,6"
2508,15-04-2017 11:00,"24,3","48,5","6,5","628,6"
2509,15-04-2017 12:00,"25,9","44,1","7,2","798,8"
2510,15-04-2017 13:00,"26,6","41,8","6,5","773,1"
2511,15-04-2017 14:00,"26,7","42,2","6,1","698,9"
2512,15-04-2017 15:00,"26,4","42,3","6,8","573,2"
2513,15-04-2017 16:00,"25,7","44,1","7,9","404,8"
2514,15-04-2017 17:00,"24,1","48,8","7,9","209,6"
2515,15-04-2017 18:00,21,"59,2","5,8","35,2"
2516,15-04-2017 19:00,"18,5","67,7","3,6",0
2517,15-04-2017 20:00,"16,9","72,9",0,0
2518,15-04-2017 21:00,"15,1","78,3",0,0
2519,15-04-2017 22:00,14,"81,4",0,0
2520,15-04-2017 23:00,"13,3","84,2",0,0
2521,16-04-2017 00:00,"12,4","85,6",0,0
2522,16-04-2017 01:00,12,"87,6",0,0
2523,16-04-2017 02:00,12,"88,6",0,0
2524,16-04-2017 03:00,"12,2","88,8",0,0
2525,16-04-2017 04:00,12,"89,2",0,0
2526,16-04-2017 05:00,"11,6","89,3",0,0
2527,16-04-2017 06:00,"11,7","89,5",0,"0,1"
2528,16-04-2017 07:00,"12,2","89,6",0,"32,9"
2529,16-04-2017 08:00,"15,7","80,9",0,"186,4"
2530,16-04-2017 09:00,"19,2","65,6","1,4",226
2531,16-04-2017 10:00,"21,6","57,5","2,5","452,8"
2532,16-04-2017 11:00,"23,2","52,7","4,3","585,5"
2533,16-04-2017 12:00,"24,7","48,7",5,"637,2"
2534,16-04-2017 13:00,"24,8","47,8","7,2","692,5"
2535,16-04-2017 14:00,"24,1","50,6","6,1","497,5"
2536,16-04-2017 15:00,"23,2","52,4","6,5",464
2537,16-04-2017 16:00,"23,5","51,3","7,9",373
2538,16-04-2017 17:00,"22,1","56,5","7,6","181,9"
2539,16-04-2017 18:00,"20,1","63,3","6,1","42,2"
2540,16-04-2017 19:00,18,"70,2","1,4",0
2541,16-04-2017 20:00,"16,2","75,7",0,0
2542,16-04-2017 21:00,"14,5","80,6",0,0
2543,16-04-2017 22:00,"13,8","83,9",0,0
2544,16-04-2017 23:00,"13,5",85,0,0
2545,17-04-2017 00:00,"13,4",85,"0,4",0
2546,17-04-2017 01:00,"13,3","85,2","0,4",0
2547,17-04-2017 02:00,"13,5","84,7","1,1",0
2548,17-04-2017 03:00,"13,5",84,"0,7",0
2549,17-04-2017 04:00,"13,1",85,"0,4",0
2550,17-04-2017 05:00,"12,9","85,8","0,7",0
2551,17-04-2017 06:00,"13,5","85,1","1,4",0
2552,17-04-2017 07:00,"15,2","80,1","0,4","7,3"
2553,17-04-2017 08:00,"17,4","73,4","1,1","59,7"
2554,17-04-2017 09:00,"19,2","66,2","0,7","144,6"
2555,17-04-2017 10:00,"22,1","56,2","1,8","512,1"
2556,17-04-2017 11:00,"23,7",51,"5,4","610,9"
2557,17-04-2017 12:00,"25,7","45,1",4,"764,3"
2558,17-04-2017 13:00,"26,7",43,"7,2","758,4"
2559,17-04-2017 14:00,"26,4","43,6","7,6",685
2560,17-04-2017 15:00,"25,7","43,7","7,2","559,4"
2561,17-04-2017 16:00,"25,3","44,2","5,8","392,9"
2562,17-04-2017 17:00,"24,4","47,3","4,7",197
2563,17-04-2017 18:00,"21,2","56,8","2,9","27,7"
2564,17-04-2017 19:00,"18,8","63,7","0,7",0
2565,17-04-2017 20:00,"17,5","68,6",0,0
2566,17-04-2017 21:00,"15,6","76,6",0,0
2567,17-04-2017 22:00,"14,7",79,0,0
2568,17-04-2017 23:00,"13,9","81,6",0,0
2569,18-04-2017 00:00,"13,4","82,8",0,0
2570,18-04-2017 01:00,"12,7",84,0,0
2571,18-04-2017 02:00,"12,7","85,3",0,0
2572,18-04-2017 03:00,13,"84,5","0,7",0
2573,18-04-2017 04:00,"12,8","84,4","0,7",0
2574,18-04-2017 05:00,"12,7","84,3","0,7",0
2575,18-04-2017 06:00,"12,5",85,"0,4",0
2576,18-04-2017 07:00,"12,6","85,3","0,4","22,6"
2577,18-04-2017 08:00,"16,8","70,4","0,4","198,6"
2578,18-04-2017 09:00,22,"53,8","1,1","283,1"
2579,18-04-2017 10:00,24,"48,5","2,9","528,4"
2580,18-04-2017 11:00,25,"47,5","5,4","623,2"
2581,18-04-2017 12:00,"25,5","45,8","6,8","753,1"
2582,18-04-2017 13:00,"26,1",43,"8,3","748,1"
2583,18-04-2017 14:00,"26,4","41,9","7,2","668,4"
2584,18-04-2017 15:00,"26,7","40,9","5,4",508
2585,18-04-2017 16:00,"25,3","45,4","6,5","282,7"
2586,18-04-2017 17:00,"23,9","49,9","6,1","184,2"
2587,18-04-2017 18:00,21,"59,6","2,2","20,2"
2588,18-04-2017 19:00,"18,8","66,9",0,0
2589,18-04-2017 20:00,"18,2",71,0,0
2590,18-04-2017 21:00,"17,7","72,1",0,0
2591,18-04-2017 22:00,"17,6","73,1",0,0
2592,18-04-2017 23:00,"17,3","73,9",0,0
2593,19-04-2017 00:00,"16,5","76,3",0,0
2594,19-04-2017 01:00,16,"77,7",0,0
2595,19-04-2017 02:00,"16,9","75,1",0,0
2596,19-04-2017 03:00,"17,4","73,8",0,0
2597,19-04-2017 04:00,"17,3","73,5",0,0
2598,19-04-2017 05:00,"16,4","75,6","0,4",0
2599,19-04-2017 06:00,"14,6","80,3",0,0
2600,19-04-2017 07:00,"13,8","84,6","0,4","27,8"
2601,19-04-2017 08:00,"18,6","67,9","1,4","202,7"
2602,19-04-2017 09:00,"22,3","55,6",4,"277,6"
2603,19-04-2017 10:00,"24,9","46,4",4,503
2604,19-04-2017 11:00,"27,2","39,3","3,6","634,9"
2605,19-04-2017 12:00,"29,3","34,8","5,8","753,1"
2606,19-04-2017 13:00,"29,3","37,2","8,3","750,5"
2607,19-04-2017 14:00,"28,5","36,1","7,9","673,3"
2608,19-04-2017 15:00,"29,1",35,"7,2","559,5"
2609,19-04-2017 16:00,"28,3","36,8","6,5","384,6"
2610,19-04-2017 17:00,"26,8","40,4","5,8","188,3"
2611,19-04-2017 18:00,"24,2",48,"1,8","29,9"
2612,19-04-2017 19:00,"20,9","61,1",0,0
2613,19-04-2017 20:00,"18,3","68,9",0,0
2614,19-04-2017 21:00,"16,8","74,4",0,0
2615,19-04-2017 22:00,16,"78,1",0,0
2616,19-04-2017 23:00,"15,8","77,7",0,0
2617,20-04-2017 00:00,"15,8","76,9",0,0
2618,20-04-2017 01:00,"15,8","75,5","0,4",0
2619,20-04-2017 02:00,"14,9","78,3",0,0
2620,20-04-2017 03:00,"14,2","81,3","0,7",0
2621,20-04-2017 04:00,"14,3","82,4","0,4",0
2622,20-04-2017 05:00,"13,7","85,4",0,0
2623,20-04-2017 06:00,"13,2","86,5",0,0
2624,20-04-2017 07:00,"13,6",87,"0,7","30,3"
2625,20-04-2017 08:00,"18,6","65,7","2,5","199,1"
2626,20-04-2017 09:00,"23,8","49,2","1,4","272,8"
2627,20-04-2017 10:00,"24,8","48,9","5,8","478,5"
2628,20-04-2017 11:00,"25,6","45,3","7,2","634,7"
2629,20-04-2017 12:00,"26,6","41,9","7,9","744,6"
2630,20-04-2017 13:00,"26,6","41,3","7,6","745,4"
2631,20-04-2017 14:00,"26,7","39,4","7,9",680
2632,20-04-2017 15:00,"26,3","42,5",9,"557,8"
2633,20-04-2017 16:00,"24,8","47,8","8,6","385,7"
2634,20-04-2017 17:00,"24,1","48,2",5,194
2635,20-04-2017 18:00,"21,2","58,7","1,4","28,8"
2636,20-04-2017 19:00,18,"68,3",0,0
2637,20-04-2017 20:00,"16,3","74,2",0,0
2638,20-04-2017 21:00,"14,9",79,0,0
2639,20-04-2017 22:00,"14,3","81,9",0,0
2640,20-04-2017 23:00,"13,7","82,2",0,0
2641,21-04-2017 00:00,"12,9","84,2",0,0
2642,21-04-2017 01:00,"12,7","85,6",0,0
2643,21-04-2017 02:00,"12,7","86,1",0,0
2644,21-04-2017 03:00,"12,5","86,1",0,0
